,#,Name,Type 1,Type 2,HP,Attack,Defense,Sp. Atk,Sp. Def,Speed,Generation,Legendary,Victory_Rate,Total_Battles,Victory_Counts,Offensive_Power,Defensive_Power,Speed_to_Power_Ratio,Bug,Dark,Dragon,Electric,Fairy,Fighting,Fire,Flying,Ghost,Grass,Ground,Ice,Normal,Poison,Psychic,Rock,Steel,Water,,Type
232,233,Mega Heracross,Bug,Fighting,80,185,115,40,105,75,2,0,0.6230769230769231,130.0,81.0,0.4840041128084607,0.37892450943632044,0.35179790016752777,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Bug
233,234,Sneasel,Dark,Ice,55,95,55,35,75,115,2,0,0.9380530973451328,113.0,106.0,0.4698747272116837,0.22733095863017122,1.0083666098264308,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Dark
234,235,Teddiursa,Normal,,60,80,50,50,50,40,2,0,0.23853211009174313,109.0,26.0,0.2556991774383079,0.20185601799775027,0.320617273020113,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,Normal
235,236,Ursaring,Normal,,90,130,75,75,75,55,2,0,0.0,0.0,0.0,0.40009127916736614,0.318450818647669,0.27740960065404774,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,Normal
236,237,Slugma,Fire,,40,40,40,70,40,20,2,0,0.032520325203252036,123.0,4.0,0.17167617928487494,0.1394700662417198,0.16602410633606648,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,Fire
237,238,Magcargo,Fire,Rock,50,50,120,80,80,30,2,0,0.07258064516129033,124.0,9.0,0.22734807789155617,0.29566304211973504,0.22868923980848144,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,Fire
238,239,Swinub,Ice,Ground,50,50,40,30,30,50,2,0,0.2781954887218045,133.0,37.0,0.21655615242571763,0.1472503437070366,0.7285761373478743,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,Ground
239,240,Piloswine,Ice,Ground,100,100,80,60,60,50,2,0,0.3050847457627119,118.0,36.0,0.3248845895585026,0.32583427071616045,0.327048639037412,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,Ground
240,241,Corsola,Water,Rock,55,55,85,65,85,35,2,0,0.2014388489208633,139.0,28.0,0.2280101141514185,0.27256905386826646,0.3006551880684759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,Rock
241,242,Remoraid,Water,,35,65,35,65,35,65,2,0,0.46621621621621623,148.0,69.0,0.3272379133792177,0.11811961004874391,0.5492416195205592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,Water
242,243,Octillery,Water,,75,105,75,105,75,45,2,0,0.3274336283185841,113.0,37.0,0.37849693637737114,0.28892325959255094,0.21607272586471146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,Water
243,244,Delibird,Ice,Flying,45,55,45,65,45,75,2,0,0.5692307692307692,130.0,74.0,0.3422958284371328,0.16082052243469566,0.7015287721597772,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,Flying
244,245,Mantine,Water,Flying,65,40,70,80,140,70,2,0,0.5954198473282443,131.0,78.0,0.3281202786637569,0.341063617047869,0.6509165225889451,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,Flying
245,246,Skarmory,Steel,Flying,65,80,140,40,70,70,2,0,0.5223880597014925,134.0,70.0,0.32782650663085444,0.33550806149231344,0.6522597235369186,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,Flying
246,247,Houndour,Dark,Fire,45,60,30,80,50,65,2,0,0.4603174603174603,126.0,58.0,0.34086159140506966,0.15010623672040996,0.5051435654914527,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Dark
247,248,Houndoom,Dark,Fire,75,90,50,110,80,95,2,0,0.7985611510791367,139.0,111.0,0.5078772872251133,0.2670978627671541,0.5122685440259833,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Dark
248,249,Mega Houndoom,Dark,Fire,75,90,90,140,90,115,2,0,0.9481481481481482,135.0,128.0,0.6057810139331878,0.32344706911636045,0.5386302961272678,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Dark
249,250,Kingdra,Water,Dragon,75,95,95,95,95,85,2,0,0.6470588235294118,136.0,88.0,0.46568218062783284,0.3349550056242969,0.48148530578701765,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Dragon
250,251,Phanpy,Ground,,90,60,60,40,40,40,2,0,0.29545454545454547,132.0,39.0,0.21508519388954173,0.2601174853143357,0.4335190180361232,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,Ground
251,252,Donphan,Ground,,90,120,120,60,60,50,2,0,0.35294117647058826,136.0,48.0,0.3519116165855296,0.35059367579052614,0.2875158112110895,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,Ground
252,253,Porygon2,Normal,,85,80,90,105,95,60,2,0,0.49074074074074076,108.0,53.0,0.38757029545073024,0.3490844894388202,0.3406116746734607,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,Normal
253,254,Stantler,Normal,,73,95,62,85,65,85,2,0,0.6666666666666666,135.0,90.0,0.4520952241060937,0.25863704536932886,0.5107198276395599,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,Normal
254,255,Smeargle,Normal,,55,20,35,20,45,75,2,0,0.37681159420289856,138.0,52.0,0.2338572267920094,0.1693944506936633,2.931929957536972,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,Normal
255,256,Tyrogue,Fighting,,35,35,35,35,35,35,2,0,0.13385826771653545,127.0,17.0,0.1602222175591741,0.11811961004874391,0.5732788722147247,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,Fighting
256,257,Hitmontop,Fighting,,50,95,95,35,110,70,2,0,0.5179856115107914,139.0,72.0,0.34130329864025516,0.30359955005624295,0.5958529967156183,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,Fighting
257,258,Smoochum,Ice,Psychic,45,30,15,85,65,65,2,0,0.36220472440944884,127.0,46.0,0.3071145291253987,0.15129671291088614,0.6305490259277166,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,Ice
258,259,Elekid,Electric,,45,63,37,65,55,95,2,0,0.8055555555555556,144.0,116.0,0.4102494963908007,0.16383639545056866,0.838381886835412,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Electric
259,260,Magby,Fire,,45,75,37,70,55,83,2,0,0.6183206106870229,131.0,81.0,0.39897347658217225,0.16383639545056866,0.6318018245040937,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,Fire
260,261,Miltank,Normal,,95,80,105,40,70,100,2,0,0.8046875,128.0,103.0,0.4135407923451402,0.3556742907136608,0.9533026728616502,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,Normal
261,262,Blissey,Normal,,255,10,10,75,135,55,2,0,0.3125,128.0,40.0,0.23792911700520397,0.6424603174603175,0.7493400348341853,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,Normal
262,263,Raikou,Electric,,90,85,75,115,100,115,2,1,0.9381443298969072,97.0,91.0,0.5650568658720833,0.34821272340957377,0.6260144061556858,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Electric
263,264,Entei,Fire,,115,115,85,90,75,100,2,1,0.8134328358208955,134.0,109.0,0.5287728722511331,0.378774528183977,0.5268528274147245,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,Fire
264,265,Suicune,Water,,100,75,115,90,115,85,2,1,0.6446280991735537,121.0,78.0,0.43186167533993625,0.43019935008123983,0.5614895142369303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,Water
265,266,Larvitar,Rock,Ground,50,64,50,45,50,41,2,0,0.22727272727272727,110.0,25.0,0.23014122041295954,0.18217097862767154,0.4032535649623776,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,Ground
266,267,Pupitar,Rock,Ground,70,84,70,65,70,51,2,0,0.2949640287769784,139.0,41.0,0.3129135890548934,0.267572803399575,0.36159396561319535,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,Ground
267,268,Tyranitar,Rock,Dark,100,134,110,95,100,61,2,0,0.4057971014492754,138.0,56.0,0.44981345475910695,0.40678665166854144,0.2758017209249567,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Dark
268,269,Mega Tyranitar,Rock,Dark,100,164,150,95,120,71,2,0,0.5645161290322581,124.0,70.0,0.5189254238710761,0.4750406199225097,0.28519230144287017,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Dark
269,270,Lugia,Psychic,Flying,106,90,130,90,154,110,2,1,0.8699186991869918,123.0,107.0,0.5235605170387779,0.5051056117985252,0.6702097916784253,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,Flying
270,271,Ho-oh,Fire,Flying,106,130,90,110,154,90,2,1,0.719626168224299,107.0,77.0,0.5476456269934531,0.4606611673540807,0.3980762354375902,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,Fire
271,272,Celebi,Psychic,Grass,100,100,100,100,100,100,2,0,0.8345864661654135,133.0,111.0,0.522089558502602,0.3956755405574303,0.5408861815773879,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,Grass
272,273,Treecko,Grass,,40,45,35,65,55,70,3,0,0.4482758620689655,116.0,52.0,0.31449660063790497,0.15177165354330707,0.7196425400265792,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,Grass
273,274,Grovyle,Grass,,50,65,45,85,65,95,3,0,0.7238095238095238,105.0,76.0,0.44012611213698166,0.19447256592925882,0.7016817366233616,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,Grass
274,275,Sceptile,Grass,,70,85,65,105,85,120,3,0,0.9262295081967213,122.0,113.0,0.5657556236360584,0.2798743907011624,0.6919210362306724,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,Grass
275,276,Mega Sceptile,Grass,Dragon,70,110,75,145,85,145,3,0,0.9444444444444444,126.0,119.0,0.7253158049353702,0.29098550181227345,0.6143151306682934,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Dragon
276,277,Torchic,Fire,,45,60,40,70,50,45,3,0,0.2846715328467153,137.0,39.0,0.27013177774047337,0.16121734783152106,0.3660749405087893,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,Fire
277,278,Combusken,Fire,Fighting,60,85,60,85,60,55,3,0,0.3673469387755102,147.0,54.0,0.3528674248782944,0.22487189101362332,0.3397149986766684,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Fighting
278,279,Blaziken,Fire,Fighting,80,120,70,110,70,80,3,0,0.6422764227642277,123.0,79.0,0.505560684908511,0.28725784276965377,0.3675254881733235,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Fighting
279,280,Mega Blaziken,Fire,Fighting,80,160,80,130,80,100,3,0,0.8455284552845529,123.0,104.0,0.6439315091489004,0.3102737157855268,0.3640864282499904,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Fighting
280,281,Mudkip,Water,,50,70,50,50,50,40,3,0,0.16296296296296298,135.0,22.0,0.24218566392479438,0.18217097862767154,0.35103567900241517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,Water
281,282,Marshtomp,Water,Ground,70,85,70,60,70,50,3,0,0.28378378378378377,148.0,42.0,0.30461431928823235,0.267572803399575,0.36465290247570226,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,Ground
282,283,Swampert,Water,Ground,100,110,90,85,90,60,3,0,0.47794117647058826,136.0,65.0,0.4009369229477925,0.37265966754155727,0.321955907070614,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,Ground
283,284,Mega Swampert,Water,Ground,100,150,110,95,110,70,3,0,0.5923076923076923,130.0,77.0,0.49714936209501426,0.4186914135733033,0.29791975905742857,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,Ground
284,285,Poochyena,Dark,,35,55,35,30,30,35,3,0,0.23684210526315788,114.0,27.0,0.18045576632533156,0.11216722909636295,0.4511682793178753,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Dark
285,286,Mightyena,Dark,,70,90,70,60,60,70,3,0,0.6390977443609023,133.0,85.0,0.36851393318784625,0.25566804149481315,0.5072784577230887,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Dark
286,287,Zigzagoon,Normal,,38,30,41,30,41,60,3,0,0.2897196261682243,107.0,31.0,0.21810055397011918,0.13783464566929132,1.2836854291898905,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,Normal
287,288,Linoone,Normal,,78,70,61,50,61,100,3,0,0.8145161290322581,124.0,101.0,0.4136142353533658,0.26260654918135234,0.9528111287208411,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,Normal
288,289,Wurmple,Bug,,45,45,35,20,30,20,3,0,0.07246376811594203,138.0,10.0,0.11049815343293605,0.13185226846644169,0.31563194076554035,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Bug
289,290,Silcoon,Bug,,50,35,55,25,25,15,3,0,0.021739130434782608,138.0,3.0,0.08949240389457781,0.15796462942132233,0.23353746135723408,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Bug
290,291,Beautifly,Bug,Flying,60,70,50,100,50,65,3,0,0.5217391304347826,138.0,72.0,0.3815490179620614,0.20185601799775027,0.4074445204956124,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Bug
291,292,Cascoon,Bug,,50,35,55,25,25,15,3,0,0.05263157894736842,133.0,7.0,0.08949240389457781,0.15796462942132233,0.23353746135723408,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Bug
292,293,Dustox,Bug,Poison,60,50,70,50,90,65,3,0,0.39568345323741005,139.0,55.0,0.28658720832633877,0.27169728783902014,0.7427025222576207,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Bug
293,294,Lotad,Water,Grass,40,30,30,40,50,30,3,0,0.07936507936507936,126.0,10.0,0.1459732247775726,0.14026371703537058,0.4774978439653755,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,Grass
294,295,Lombre,Water,Grass,60,50,50,60,70,50,3,0,0.28346456692913385,127.0,36.0,0.25731702199093504,0.2256655418072741,0.49835589403934716,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,Grass
295,296,Ludicolo,Water,Grass,80,70,70,90,100,70,3,0,0.5609756097560976,123.0,69.0,0.38224777572603663,0.3229721284839395,0.47187466210502677,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,Grass
296,297,Seedot,Grass,,40,40,50,30,30,30,3,0,0.0873015873015873,126.0,11.0,0.14589978176934698,0.138676415448069,0.4779671735964418,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,Grass
297,298,Nuzleaf,Grass,Dark,70,70,40,60,40,60,3,0,0.4247787610619469,113.0,48.0,0.31291547758939064,0.198525184351956,0.5035899816741878,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Dark
298,299,Shiftry,Grass,Dark,90,100,60,90,60,80,3,0,0.6422764227642277,123.0,79.0,0.45135974483800567,0.2839270091238595,0.4514623188116196,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Dark
299,300,Taillow,Normal,Flying,40,55,30,30,30,85,3,0,0.688,125.0,86.0,0.3233129091824744,0.11645419322584677,1.203115411514334,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,Flying
300,301,Swellow,Normal,Flying,60,85,60,50,50,125,3,0,0.9090909090909091,121.0,110.0,0.5053130770522075,0.2129671291088614,1.053609828533048,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,Flying
301,302,Wingull,Water,Flying,40,30,30,55,30,85,3,0,0.4666666666666667,120.0,56.0,0.3234965167030385,0.11645419322584677,1.2007944151065861,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,Flying
302,303,Pelipper,Water,Flying,60,50,100,85,70,65,3,0,0.47580645161290325,124.0,59.0,0.3341415561524257,0.28122109736282963,0.5259739557392813,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,Flying
303,304,Ralts,Psychic,Fairy,28,25,25,45,35,40,3,0,0.16083916083916083,143.0,23.0,0.17458137485311398,0.09322897137857768,0.668168934462913,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Fairy
304,305,Kirlia,Psychic,Fairy,38,35,35,65,55,50,3,0,0.2647058823529412,136.0,36.0,0.24384022998153432,0.14783464566929133,0.5564956829623967,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Fairy
305,306,Gardevoir,Psychic,Fairy,68,65,65,125,115,80,3,0,0.6461538461538462,130.0,84.0,0.45161679536679533,0.31165166854143234,0.4509738597674437,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Fairy
306,307,Mega Gardevoir,Psychic,Fairy,68,85,65,165,135,100,3,0,0.8083333333333333,120.0,97.0,0.590134505623636,0.3354611923509561,0.42549540912848044,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Fairy
307,308,Surskit,Bug,Water,40,30,32,50,52,65,3,0,0.3671875,128.0,47.0,0.25956018129931174,0.1448668916385452,0.9698203714510789,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Bug
308,309,Masquerain,Bug,Flying,70,60,62,80,82,60,3,0,0.4375,144.0,63.0,0.3265758771193554,0.27296962879640047,0.46304826836716495,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Bug
309,310,Shroomish,Grass,,60,40,60,40,60,35,3,0,0.18055555555555555,144.0,26.0,0.1737724525768004,0.22487189101362332,0.4853134696348791,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,Grass
310,311,Breloom,Grass,Fighting,60,130,80,60,60,70,3,0,0.5153846153846153,130.0,67.0,0.42256798724190026,0.24709411323584551,0.3916309288251586,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,Fighting
311,312,Slakoth,Normal,,60,60,60,35,35,30,3,0,0.11194029850746269,134.0,15.0,0.17972028705724358,0.19510998625171855,0.3290374166966963,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,Normal
312,313,Vigoroth,Normal,,80,80,80,55,55,90,3,0,0.6417910447761194,134.0,86.0,0.4053497985563203,0.28051181102362205,0.7461385640223712,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,Normal
313,314,Slaking,Normal,,150,160,100,95,65,100,3,0,0.8866666666666667,150.0,133.0,0.5963771613228135,0.4524340707411573,0.41732741140858387,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,Normal
314,315,Nincada,Bug,Ground,31,45,90,30,30,40,3,0,0.21929824561403508,114.0,25.0,0.1812279670975323,0.16540432445944256,0.613662831574431,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Bug
315,316,Ninjask,Bug,Flying,61,90,45,50,50,160,3,0,0.9230769230769231,117.0,108.0,0.6120698338089643,0.1982689663792026,1.3066508632954732,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Bug
316,317,Shedinja,Bug,Ghost,1,90,45,30,30,40,3,0,0.33064516129032256,124.0,41.0,0.24203877790834313,0.05634920634920635,0.3513980563682123,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Bug
317,318,Whismur,Normal,,64,51,23,51,23,28,3,0,0.11363636363636363,132.0,15.0,0.1835829696155783,0.14758717660292464,0.2781705804019993,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,Normal
318,319,Loudred,Normal,,84,71,43,71,43,48,3,0,0.25874125874125875,143.0,37.0,0.2949267668289407,0.23298900137482814,0.35648041710342254,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,Normal
319,320,Exploud,Normal,,104,91,63,91,73,68,3,0,0.5118110236220472,127.0,65.0,0.40627056404230316,0.33029558805149356,0.397314920967583,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,Normal
320,321,Makuhita,Fighting,,72,60,30,20,30,25,3,0,0.11570247933884298,121.0,14.0,0.1450541379889206,0.17944631921009874,0.3240813687963147,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,Fighting
321,322,Hariyama,Fighting,,144,120,60,40,60,50,3,0,0.0,0.0,0.0,0.32473770354205134,0.3902262217222847,0.32729321587699006,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,Fighting
322,323,Azurill,Normal,Fairy,50,20,40,20,40,20,3,0,0.0962962962962963,135.0,13.0,0.07671436964915226,0.15915510561179852,0.6282707051864941,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Fairy
323,324,Nosepass,Rock,,30,45,135,45,90,30,3,0,0.09285714285714286,140.0,13.0,0.17303697330871243,0.2848643919510061,0.35062680206107577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,Rock
324,325,Skitty,Normal,,50,45,45,35,35,50,3,0,0.23529411764705882,136.0,32.0,0.21659287392983045,0.15875828021497312,0.7282730448640538,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,Normal
325,326,Delcatty,Normal,,70,65,65,55,55,70,3,0,0.5,116.0,58.0,0.3279366711431929,0.24416010498687665,0.6517553740509103,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,Normal
326,327,Sableye,Dark,Ghost,50,75,75,65,65,50,3,0,0.4049586776859504,121.0,49.0,0.2978942840355884,0.22780589926259218,0.37910380237302443,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Dark
327,328,Mega Sableye,Dark,Ghost,50,85,125,85,115,20,3,0,0.4306569343065693,137.0,59.0,0.25286742487829444,0.34288526434195726,0.10191449960300052,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Dark
328,329,Mawile,Steel,Fairy,50,85,85,55,55,50,3,0,0.3902439024390244,123.0,48.0,0.2978208410273627,0.22701224846894139,0.379268065618971,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Fairy
329,330,Mega Mawile,Steel,Fairy,50,105,125,55,95,50,3,0,0.375886524822695,141.0,53.0,0.3248478680543898,0.3190757405324334,0.3271097489724167,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Fairy
330,331,Aron,Steel,Rock,50,70,100,40,40,30,3,0,0.2222222222222222,126.0,28.0,0.20002727883162666,0.22582177227846517,0.2771800077323776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,Rock
331,332,Lairon,Steel,Rock,60,90,140,50,50,40,3,0,0.2535211267605634,142.0,36.0,0.26921269095182143,0.3018560179977503,0.2950501949376875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,Rock
332,333,Aggron,Steel,Rock,70,110,180,60,60,50,3,0,0.4117647058823529,153.0,63.0,0.3383981030720161,0.3778902637170354,0.30601071936491686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,Rock
333,334,Mega Aggron,Steel,,70,140,230,60,80,50,3,0,0.32432432432432434,148.0,48.0,0.37893864361255664,0.4572553430821147,0.2565095708814917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,Steel
334,335,Meditite,Fighting,Psychic,30,40,55,40,55,60,3,0,0.3237410071942446,139.0,45.0,0.24520102400537183,0.15430883639545057,0.8897413609972783,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,Fighting
335,336,Medicham,Fighting,Psychic,60,60,75,60,75,80,3,0,0.7321428571428571,112.0,82.0,0.3565448212187342,0.2593957005374328,0.7518316509639966,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,Fighting
336,337,Mega Medicham,Fighting,Psychic,60,100,85,80,85,100,3,0,0.7007874015748031,127.0,89.0,0.4949156454591237,0.2824115735533059,0.6065793355988616,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,Fighting
337,338,Electrike,Electric,,40,45,40,65,40,65,3,0,0.5661764705882353,136.0,77.0,0.30021088635219073,0.1394700662417198,0.6642854215629962,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Electric
338,339,Manectric,Electric,,70,75,60,105,60,105,3,0,0.88,125.0,110.0,0.509384967265402,0.24455693038370205,0.6379810112561292,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Electric
339,340,Mega Manectric,Electric,,70,75,80,135,80,135,3,0,0.917910447761194,134.0,123.0,0.6358601225449052,0.29058867641544806,0.7016517960205695,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Electric
340,341,Plusle,Electric,,60,50,40,85,75,95,3,0,0.7540983606557377,122.0,92.0,0.41985584186671143,0.22050681164854394,0.7889609336089219,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Electric
341,342,Minun,Electric,,60,40,50,75,85,95,3,0,0.6044776119402985,134.0,81.0,0.39275537183145875,0.24352268466441696,0.9463348213899594,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Electric
342,343,Volbeat,Bug,,65,73,55,47,75,85,3,0,0.6846846846846847,111.0,76.0,0.37073505959375525,0.24701599800024998,0.8024914010358833,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Bug
343,344,Illumise,Bug,,65,47,55,73,75,85,3,0,0.65,160.0,104.0,0.3709260114151418,0.24701599800024998,0.8014168409367678,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Bug
344,345,Roselia,Grass,Poison,50,60,45,100,80,65,3,0,0.45689655172413796,116.0,53.0,0.36803550444854793,0.2123297087864017,0.43541410708449707,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,Grass
345,346,Gulpin,Poison,,70,43,53,43,53,40,3,0,0.19090909090909092,110.0,21.0,0.1961883078730905,0.22844581927259094,0.5184661687116938,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,Poison
346,347,Swalot,Poison,,100,73,83,73,83,55,3,0,0.371900826446281,121.0,45.0,0.3203468608359913,0.3565485564304462,0.40187174954936994,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,Poison
347,348,Carvanha,Water,Dark,45,90,20,65,20,65,3,0,0.5116279069767442,129.0,66.0,0.36102169716300153,0.10328083989501312,0.451500602840846,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Dark
